"","text"
"1195","kalo lockdown anda siamenanggung akibatnya  damk nya kalo damk terburuk anda sti menyalahkan merintah egois betul "
"1196","kalo kata senior aku efek damk lockdown kelamaan dengan situasi serti ini kriminalitas akan meningkat org yg mati kelaran akan banyak dan king rah chaos dan esiden akan di turunkan"
"1197","kalo kata senior aku efek damk lockdown kelamaan dengan situasi serti ini kriminalitas akan meningkat org yg mati kelaran akan banyak dan king rah chaos dan esiden akan di turunkan"
"1198","kalo gw liatnya dengan ada work from home itu udh trmsk mencicil lockdown biar masyarakat g kaget ini blm dilockdown aja udh da nimbun ntar gmn kalo udh lockdown jangan lu damk setelah lockdown itu salahsatunya harus benerin ekonomi yg mawut biar bisa jalan lagi"
"1199","kalo tidak segera membuat kebijakan lockdown dan libur nasional maka keadaan akan menjadi chaos masyarakat kita telah berhasil dicuci otaknya oleh ra buzzersehingga meremehkan bahaya covid ini damk ndemi global ini lebih mengerikan dari yg kita bayangkan ctwittercomsxkvqcsm"
"1200","kalean harus da tau kalo covid ini tidak menyerang indonesia saja teta  negara bayangkanbayangkan coba jika kalean da enggak mengikuti saran merintah untuk taati bb kaimaskercekalcorona"
"1201","kalau tidak bisa menjernihkan setidaknya jangan memrkeruh  bantu merintah indonesia melawan ndemi covid  dengan cara dirumahaja indonesiabisa lawancorona wfh  dirumah aja "
"1202","kalau nanti di negaranegara lain tentunya yang sistem nanggulangan wabah covid nya oke udah sembuh akah merintah indonesia ikutikutan klaim kalau negara ini sembuh juga"
"1203","kalau meminta merintah melakukan cek massal covid untuk memberi contoh alangkah baiknya cek mandiri covid jika memang sitif covid nanti esiden akan melakukan cek massal covid di seluruh indonesia "
"1204","kalau memang mau lockdown sekalian lockdown semua kena damk kok darida jadi nyusahin orang banyak"
"1205","kalau memang gamau indonesia di lockdown ya nurut dong sama merintah disuruh dirumah aja kalau gak ada kentingan bukan malah nongkrong sana sini susah banget kalau dikasih tau entar aja kalau udah kena sitif covid bilang nya tuhan udah gak sayang dirumahaja"
"1206","kalau lihat indonesia dan merintah yang ga serius ngurus covid sih kayaknya bisa batal beneran mudik lebaran"
"1207","kalau liat twit orang yg kritisi merintah ttg covid kayanya emg ga beres nih berharamoga ndemi di indonesia segera berakhir biar orang bisa kembali aktivitas biasa gw juga mau aly kerja lagi tiamau interview takut soalnya ya allah ease grant my wish aamiin"
"1208","kalau keluar masuk daerah itu sudah diteraan kali bang yang esiden jokowi tekankan itu adalah ekonomi masih berjalan atau tidak kan saya udah bilang lockdown banyak damk negatif nya common sense yg abang bilang saya juga tau kali"
"1209","kalau kalian masih sayang keluarga tolong ikuti rintah dari merintah yang lebih tau dan ham tentang kondisi dan resiko saat ini aku cuman mau bilang guys masih banyak haran untuk indonesia bebas dari virus covid asalkan kita sebagai warganya berjuang bareng bareng"
"1210","kalau kabar serti ini harus kita retweet sebanyak nya agar warga semakin oimis dan rcaya indonesia mam mengatasi musibah virus covidayo guys retweet terus dan ikuti arahan merintah teruskan social distancing untuk memutus rantai nyebaran virus covid "
"1211","kalau gak bisa bantu mengatasi covid  serti jadi relawan dll anda jangan rkeruh suasana ikuti saja kebijakan merintah udah belum heran keadaan begini bukannya buat oimis dan bersatu rakyat indonesia rbanyak kebaikan dr menanam kebencian"
"1212","kalau damk lock down diediksi seburuk itu maka bung denny siregar mungk tdk sengaja ta sdh gunakan akal sehatnya telah menghina merendahkan dan melecehkan merintahan jokowi saya sndri yakin m jokowi mam manage situasi segenting an "
"1213","kalau berdoa ga usah di suruh saya yakin semua rakyat indonesia sti mendoakan yg terbaik utk negeri ini masalah dlm hal ini adalah menga merintah sat tdk begitu care rakyatnya atas wabah virus covid ini sdgkan utk ibukota baru begitu dintingkan"
"1214","kagak semua daerah terkena damk kovit jadi kalau lockdown mati lah rakyat yg di osok esident lebih smart bijak dr da anda"
"1215","justru yg nik itu merintahdr awal wabah ini ada d indonesia sbnrnya merintah sdh nik krn lalai dan tdk siamenanggulanginya kasihan dokter dan rawat banyak yg kena bahkan smmeninggal dunia akibat tdk kebecusan merintah dlm menangani wabah covid "
"1216","justru klomk itulah yg cinta nkri krna mereka cinta jadi mereka mngkritik kgagalan merintah dlm mencegah msuknya covid ke indonesia kelomk yg anda tuduh itu cinta nkri bukan cinta kekuasaan jangan ngaku cinta nkri klw anda blm mam membuktikan cinta anda untuk nkri"
"1217","justru klomk itulah yg cinta nkri krna mereka cinta jadi mereka mngkritik kgagalan merintah dlm mencegah msuknya covid ke indonesia kelomk yg anda tuduh itu cinta nkri bukan cinta kekuasaan jangan ngaku cinta nkri klw anda blm mam membuktikan cinta anda untuk nkri "
"1218","justru klomk itulah yg cinta nkri krna mereka cinta jadi mereka mngkritik kgagalan merintah dlm mencegah msuknya covid ke indonesia kelomk yg anda tuduh itu cinta nkri bukan cinta kekuasaan jangan ngaku cinta nkri klw anda blm mam membuktikan cinta anda untuk nkri"
"1219","justru klomk itulah yg cinta nkri krna mereka cinta jadi mereka mngkritik kgagalan merintah dlm mencegah msuknya covid ke indonesia kelomk yg anda tuduh itu cinta nkri bukan cinta kekuasaan jangan ngaku cinta nkri klw anda blm mam membuktikan cinta anda untuk nkri "
"1220","justru akan lebih berbahaya kalo himbauan itu dari selebtwit ga ada tanggung jawab lanjutannya damk dari selfisolation ini menyasar rekonomian orangorang kecil kalo emang dirasa rlu lockdown ya lockdown ta benarbenar dikir secara terukur termasuk nghidunnya"
"1221","jumlah nderita covid di indonesia msh sedikit dibanding tetangga mungkin bkn karena yg sakit lbh sedikit ta karena merintah ga mam kasih akses yg murah  banyak buat mereka yg mau screening  jg khawatir rumah sakit smtitik dmn ga sanggubuat namng mereka yg sakit"
"1222","jumlah korban terjangkit covid di indonesia sudah  orang dan mungkin akan bertambah dengan rlahan maka kita harus ikuti aja anjuran dari merintah suya tetestay dirumah bukan untuk liburan karena kita ngga tw orang diluar sana bebas dari corona atau tidak"
"1223","jumlah dokter yg meninggal di indonesia akibat covid melebihi kematian dokter di chinangeri  merintah seolah itu bukan hal yg dirhatikan "
"1224","jujursaya sdh tdk rcaya ma merintah sama sekalidari awal meresn covid ini merintah saja malah kasih diskon harga sawat turun buat riwisataindonesia kebal koronakorona hanya flu biasadan simiskin melunarkan ke sikayasemua omong kosong"
"1225","jujursaya sdh tdk rcaya ma merintah sama sekalidari awal meresn covid ini merintah saja malah kasih diskon harga sawat turun buat riwisataindonesia kebal koronakorona hanya flu biasadan simiskin melunarkan ke sikayasemua omong kosong"
"1226","jujur saja ya terkadang sikadi merintah daerah di indonesia kalau saya salah mohon maaf ya umumnya ada yang tidak mau rert untuk melakukan klarifikasi di dalam menangani suatu masalah ya misalnya dalam nanganan kasus covid "
"1227","jujur saja ya terkadang sikadi merintah daerah di indonesia kalau saya salah mohon maaf ya umumnya ada yang tidak mau rert untuk melakukan klarifikasi di dalam menangani suatu masalah ya misalnya dalam nanganan kasus covid "
"1228","jujur gua udh gak menaruh haran an terhadamerintah mengenai nanganan covid  ini di indonesia"
"1229","jujur aku kecewa dengan nanganan covid yang dianggaremeh oleh merintah indonesia seharusnya angka kematiannya bisa di bawah  rsen t data terakhir sudah mencai  rsen semoga semua baik saja bumi manusia"
"1230","jokowi memilih indonesia tidak melakukan lockdown totalta beliau menghormati ketusan bebera daerah yang memilih lockdown akibat damk dari virus corona atau covid yang mematikan tersebut hingga bebera kan ke den"
"1231","jokowi memilih indonesia tidak melakukan lockdown totalta beliau menghormati ketusan bebera daerah yang memilih lockdown akibat damk dari virus corona atau covid yang mematikan tersebut hingga bebera kan ke den"
"1232","jokowi ga mw me lockdown karena negara ga mam membiayai rakyatnya yg terkena damk lockdownharus nya saat serti ini lah merintah bagi blt bukan s mw milihan esiden dll naas nya nasib rakyat indonesia"
"1233","jka smw orng satu indonesia selma  buln d rumh aj amngkin covid  akm hilang ta jika dari awal ada kejadian covid  merintah sudh melakukan lockdown dinegara ini sy ykin kita tdak trkekang sti yg kta rskan sat in ta ya sudah lh a yang terjadi terjadi lah"
"1234","jika tingkat kematian covid di dunia sekitar    dan di indonesia terdat korban meninggal  orang berarti ada kemungkinan yang sitif sekitar    sementara merintah hanya merilis  sitif "
"1235","jika tiaovonsi langsung lockdown sejak menemukan ada warganya yg sitif corona logikanya kan covid tidak akan menyebar ke ovinsi lain kok yg dibuat acuan kal siar a damk ekonomisosial yg ditimbulkan seandainya lockdown r ovinsi of"
"1236","jika tdk ada intervensi kasus corona di indonesia bisa tembus  akhir ail merintah sering mengabaikan ringatan s merintah merasa sll benar nggak sensitif akhirnya gagabingung menghada covid  "
"1237","jika sdh berkaca dari lockdown da negara tetangga bukankah seharusnya meritah lebih sialagi dgn damk tsb sehingga damk negatifnya d dihindarkan sebaik mungkin  jangan ngeles dong "
"1238","jika merintah tidak serius tangani covid saatnya nanti indonesia akan dikucilkan otomatis ekonomian akan meroket"
"1239","jika merintah indonesia tak mengubah cara ndang dan cara nanganan ndemi covid bersiaah indonesia sangat bertensi untuk segera menyusul italia iran dan amerika dengan mencatatkan rekor tertinggi dalam segala hal terburuk sebagai damknya"
"1240","jika merintah indonesia tak mengubah cara ndang dan cara nanganan ndemi covid bersiaah indonesia sangat bertensi untuk segera menyusul italia iran dan amerika dengan mencatatkan rekor tertinggi dalam segala hal terburuk sebagai damknya"
"1241","jika merintah indonesia kai herd immunity untuk hada covid  ini sama saja dengan genosida"
"1242","jika merintah indonesia kai herd immunity untuk hada covid  ini sama saja dengan genosida"
"1243","jika merintah dtngkan turis china korsel  jeng disaat indonesia blm benar bisa hentikan covid  smntra china sndiri jg terjadi yg tlh dinyatakan sembuh kembali sitif bisa sebaran covid ini tdk akan ada habisnya bolak balik sj itu virusnya not smart at all"
"1244","jika merintah dtngkan turis china korsel  jeng disaat indonesia blm benar bisa hentikan covid  smntra china sndiri jg terjadi yg tlh dinyatakan sembuh kembali sitif bisa sebaran covid ini tdk akan ada habisnya bolak balik sj itu virusnya not smart at all"
"1245","jika memang kita tidak dat banyak membantu untuk melawan covid setidaknya dukung a yg telah dilakukan merintah yakin indonesia bisa  "
"1246","jika kurva sitif covid r negara tadi belum menakutkan staf yg cerdas dikit mungkin bisa jelaskan la ke beliau kurva deaths number berikut semakin jelas damk jika telat ambil tindakan tegas mbatasan jarak sosial ataun lockdown ctwittercomilxrdie"
"1247","jika kita bisa tertib dan disiin dengan ycall distancing kita bisa mencegah nyebaran covid dan mari bantu merintah dan indonesia menangani hal tersebut agar kita bisa berjuang dan bangkit bersama melawan krisis ini"
"1248","jika indonesia lockdown gak kebayang sebesar a damk yg di timbulkan rekonomian bakal lumh bakal banyak orang di k bahan kok serti makanan bakal langka ndidikan gak berjalan angka kejahatan sti meningkat bahkan kematian juga sti banyak"
"1249","jika covid diidentik dengan tsunami  bencana alam maka merintah tidak bisa langsung dituduh sbg nanggungjawab utama kaum muda sbg komnen cadangan nasional harus hadir keestrong indonesia"
"1250","jika benar begitu kena data  jenazah yang meninggal di jakarta gak dilarkan statusnya sebagai odatau sitif covid ke merintah sat sejak awal sehingga total sien meninggal bukan  orang di indonesia cari nggung terus anda ini "
"1251","jika karantinawilayah dilaksanakan indonesia memiliki uu no  tahun  tentang kekarantinaan kesehatan uu kekarantinaan kesehatan yg telah mengatur bagaimana seharusnya resn merintah menghada situasi ndemi covid serti saat ini tolakdaruratsilctwittercomdaficllfaq"
"1252","jgn sami ra kadrun tahu dalam kesemtan ini uya merintah indonesia di bawah kemimnan esiden joko widodo dalam menangani damk ekonomi dan sosial terkait covid mendatkan aesiasi dari managing director imf "
"1253","jgn kan diague juga kesel dan sebel masih ada saja warga indonesia yg berekreasi di saat covid sdng memarak dan merintah menghimbau di rumah saja mereka malah lih rekreasikan sinting itu namanya "
"1254","jeng hengkang dari indonesia karena mereka ragu kemaman merintah mengatasi covid ragu ragu"
"1255","jeng hengkang dari indonesia karena mereka ragu kemaman merintah mengatasi covid ragu ragu"
"1256","jendral kena ini semua bantuan utk wabah covid ini semuanya dgn syarat tolong lah k jendral dari merintah sat sam merintah daerah bantuannya dengan syarat  ketentuan berlaku ada a dengan negara indonesia a memang watak kita lebih sadis dr negri tetangga"
"1257","jelas hrs dikirin mungkin hal itu juga yang membuat merintah smskrg gak melakukan lockdown damk ekonomi alagi ke orang yg menengah kebawah jangan salah keadaan ekonomi sangat berngaruh ke hidudan mati seseorang juga "
"1258","jejak digital bahwa merintah indonesia abai memrsiaan diri menghada covid "
"1259","jejak digital bahwa merintah indonesia abai memrsiaan diri menghada covid "
"1260","jangankan asrusia dan inggris n sudah minta warganya tinggalkan indonesia rtanda mereka cemas melihat cara merintah indonesia dlm nanganan ndemi virus covid"
"1261","jangankan asrusia dan inggris n sudah minta warganya tinggalkan indonesia rtanda mereka cemas melihat cara merintah indonesia dlm nanganan ndemi virus covid"
"1262","janganjangan merintah indonesia senang mendengar amerika sudah minta bantuan cina bisa dijadikan alasan kalau gagal menangani covid amrik saja menyerah alagi kita"
"1263","jangan di indonesia sudah banyak org gila kasihan merintah lagi fokus ke covid tidak semt memrhatikan yang gila "
